,PlanetIdentifier,SystemName,x,y,z,DistFromSunParsec
1235,Kepler-442 b,Kepler-442,70.15135887086558,-255.264640163445,216.52424882861956,342.0
69,Kepler-225 b,Kepler-225,87.38709580730226,-214.22492895751128,252.10777001019747,342.18
68,Kepler-225 c,Kepler-225,87.38709580730226,-214.22492895751128,252.10777001019747,342.18
562,EPIC 201384232 b,EPIC 201384232,-342.7542880242713,10.81802970939462,-7.174139264158837,343.0
2101,HAT-P-41 b,HAT-P-41,157.36186803629212,-304.61137021338266,28.020628559225816,344.0
881,Kepler-316 c,Kepler-316,87.70256014129887,-230.57564570590648,239.76240875493002,344.01
882,Kepler-316 b,Kepler-316,87.70256014129887,-230.57564570590648,239.76240875493002,344.01
2006,Kepler-167 b,Kepler-167,104.13964073823377,-249.463553533874,213.8391289852341,344.68
2007,Kepler-167 c,Kepler-167,104.13964073823377,-249.463553533874,213.8391289852341,344.68
1612,CoRoT-10 b,CoRoT-10,123.97764078102612,-321.92291323600534,4.492495967080548,345.0
1592,Kepler-158 c,Kepler-158,64.4283141690122,-257.8486948565898,221.28793119845523,345.84
1591,Kepler-158 b,Kepler-158,64.4283141690122,-257.8486948565898,221.28793119845523,345.84
1350,WASP-64 b,WASP-64,-56.68627166147315,288.48861610114955,-189.89730115292647,350.0
1829,HATS-29 b,HATS-29,-145.75412851069228,145.26744116659893,-284.348561731895,351.0
651,Kepler-406 c,Kepler-406,93.10855702828944,-232.20031640094916,249.89351666541666,353.6
650,Kepler-406 b,Kepler-406,93.10855702828944,-232.20031640094916,249.89351666541666,353.6
1689,HAT-P-31 b,HAT-P-31,8.505695210525184,-316.89454192563255,157.54841302510533,354.0
1980,HATS-33 b,HATS-33,83.44743083269321,-181.9853775928439,-293.16010750068455,355.0
232,Kepler-52 b,Kepler-52,66.01012466956352,-219.50167405807895,272.92813454609177,356.41
233,Kepler-52 d,Kepler-52,66.01012466956352,-219.50167405807895,272.92813454609177,356.41
231,Kepler-52 c,Kepler-52,66.01012466956352,-219.50167405807895,272.92813454609177,356.41
836,Kepler-124 b,Kepler-124,67.75146728739037,-225.11347959829888,271.05552933587603,358.8
834,Kepler-124 c,Kepler-124,67.75146728739037,-225.11347959829888,271.05552933587603,358.8
835,Kepler-124 d,Kepler-124,67.75146728739037,-225.11347959829888,271.05552933587603,358.8
226,Kepler-261 c,Kepler-261,103.68588562647365,-265.0860194086047,219.27680118050483,359.31
225,Kepler-261 b,Kepler-261,103.68588562647365,-265.0860194086047,219.27680118050483,359.31
788,HD 102272 c,HD 102272,-348.50281659672396,20.704980053038273,87.84697277170955,360.0
787,HD 102272 b,HD 102272,-348.50281659672396,20.704980053038273,87.84697277170955,360.0
1507,TrES-5 b,TrES-5,105.53674254638904,-149.4926350276245,310.02249603084397,360.0
1459,HATS-2 b,HATS-2,-332.3859979997118,18.938244864531715,-136.97040269776042,360.0
1410,WASP-113 b,WASP-113,-174.12965949934966,-173.34619704446132,263.11586355228246,360.0
440,KELT-12 b,KELT-12,-11.897360862060962,-288.88070863918097,214.49099976605672,360.0
458,Kepler-174 d,Kepler-174,77.85162424866759,-247.85668565238194,249.41332678760483,360.14
457,Kepler-174 c,Kepler-174,77.85162424866759,-247.85668565238194,249.41332678760483,360.14
456,Kepler-174 b,Kepler-174,77.85162424866759,-247.85668565238194,249.41332678760483,360.14
146,EPIC 201403446 b,EPIC 201403446,-360.1437786715914,36.16080450798227,-5.731919528681751,362.0
76,KELT-16 b,KELT-16,216.85157721991305,-222.4748797233941,191.58632871188223,365.0
309,KOI-285 b,KOI-285,89.93403743636657,-259.8975725886178,243.8554372429255,367.56
311,KOI-285 d,KOI-285,89.93403743636657,-259.8975725886178,243.8554372429255,367.56
310,KOI-285 c,KOI-285,89.93403743636657,-259.8975725886178,243.8554372429255,367.56
855,Kepler-62 b,Kepler-62,59.11137511615013,-251.77621864751458,261.79874150850446,368.0
856,Kepler-62 c,Kepler-62,59.11137511615013,-251.77621864751458,261.79874150850446,368.0
858,Kepler-62 e,Kepler-62,59.11137511615013,-251.77621864751458,261.79874150850446,368.0
857,Kepler-62 d,Kepler-62,59.11137511615013,-251.77621864751458,261.79874150850446,368.0
859,Kepler-62 f,Kepler-62,59.11137511615013,-251.77621864751458,261.79874150850446,368.0
73,Kepler-128 c,Kepler-128,57.30081442977329,-258.6347188063753,255.6399000422896,368.14
72,Kepler-128 b,Kepler-128,57.30081442977329,-258.6347188063753,255.6399000422896,368.14
596,PH-2 b,PH-2,77.04508352684199,-214.44124268916772,291.25770125143026,369.8
1580,Kepler-353 c,Kepler-353,124.69816677534226,-246.28177344189814,246.45498346185352,370.06
1581,Kepler-353 b,Kepler-353,124.69816677534226,-246.28177344189814,246.45498346185352,370.06
1900,HAT-P-44 c,HAT-P-44,-213.5044323462885,-139.4251626917196,273.5918152592958,374.0
1899,HAT-P-44 b,HAT-P-44,-213.5044323462885,-139.4251626917196,273.5918152592958,374.0
37,K2-34 b,K2-34,-212.81812421253574,276.55805498562046,142.66425000408557,377.0
637,Kepler-332 b,Kepler-332,73.64508097972322,-246.05723291908103,279.4466723288991,379.55
638,Kepler-332 c,Kepler-332,73.64508097972322,-246.05723291908103,279.4466723288991,379.55
639,Kepler-332 d,Kepler-332,73.64508097972322,-246.05723291908103,279.4466723288991,379.55
752,WASP-1 b,WASP-1,320.983939017295,29.023398633612473,201.31307266219918,380.0
2118,CoRoT-8 b,CoRoT-8,139.76681924767462,-353.23607555642855,9.461033922407228,380.0
1475,WASP-66 b,WASP-66,-289.1036466820388,115.48711936604116,-217.9032049688132,380.0
1786,KOI-142 b,KOI-142,105.34289978305678,-272.35395092470907,250.90077497089962,385.0
319,HAT-P-52 b,HAT-P-52,247.3269213716415,228.39965889340488,186.78326954575502,385.0
1787,KOI-142 c,KOI-142,105.34289978305678,-272.35395092470907,250.90077497089962,385.0
814,Kepler-144 b,Kepler-144,58.35296244878017,-276.6061800137712,261.55127575991753,385.13
815,Kepler-144 c,Kepler-144,58.35296244878017,-276.6061800137712,261.55127575991753,385.13
1687,Kepler-49 d,Kepler-49,110.99480460358188,-270.745545615175,250.72678054119754,385.34
1686,Kepler-49 c,Kepler-49,110.99480460358188,-270.745545615175,250.72678054119754,385.34
1685,Kepler-49 b,Kepler-49,110.99480460358188,-270.745545615175,250.72678054119754,385.34
1688,Kepler-49 e,Kepler-49,110.99480460358188,-270.745545615175,250.72678054119754,385.34
826,Kepler-326 c,Kepler-326,110.46485384718021,-244.36831903626452,277.7259181565731,386.07
828,Kepler-326 d,Kepler-326,110.46485384718021,-244.36831903626452,277.7259181565731,386.07
827,Kepler-326 b,Kepler-326,110.46485384718021,-244.36831903626452,277.7259181565731,386.07
570,HAT-P-33 b,HAT-P-33,-126.55023339007431,295.50160110971024,215.4828117751284,387.0
1488,Kepler-329 b,Kepler-329,134.5575913715344,-240.1060375256922,277.43104611416885,390.8
1487,Kepler-329 c,Kepler-329,134.5575913715344,-240.1060375256922,277.43104611416885,390.8
2114,HAT-P-23 b,HAT-P-23,221.84793839618993,-303.95101168270855,113.34140781911229,393.0
1168,HAT-P-28 b,HAT-P-28,316.31526742911694,73.02713361675897,225.02597482727694,395.0
790,HAT-P-24 b,HAT-P-24,-123.84228575189742,363.2649341696058,97.55857657068077,396.0
535,Kepler-32 c,Kepler-32,128.09621808450984,-242.5285737895413,289.77965733994637,399.0
534,Kepler-32 b,Kepler-32,128.09621808450984,-242.5285737895413,289.77965733994637,399.0
536,Kepler-32 d,Kepler-32,128.09621808450984,-242.5285737895413,289.77965733994637,399.0
538,Kepler-32 f,Kepler-32,128.09621808450984,-242.5285737895413,289.77965733994637,399.0
537,Kepler-32 e,Kepler-32,128.09621808450984,-242.5285737895413,289.77965733994637,399.0
1854,Kepler-388 c,Kepler-388,72.68256068918963,-274.6074690820695,280.2087853654888,399.01
1853,Kepler-388 b,Kepler-388,72.68256068918963,-274.6074690820695,280.2087853654888,399.01
242,WASP-31 b,WASP-31,-371.6764313163304,69.3058041971936,-130.58842180123534,400.0
1312,TrES-3 b,TrES-3,-10.906888621067212,-316.95765919114854,243.7598860778273,400.0
1123,WASP-60 b,WASP-60,341.72572625931434,-19.903915260612973,206.9477281098841,400.0
332,DP Leo b,DP Leo,-373.91040706874463,70.53853375995358,123.35040632556344,400.0
1856,CoRoT-5 b,CoRoT-5,-78.22787578477534,392.23463136755544,5.69152054900103,400.0
1137,WASP-17 b,WASP-17,-176.6885742026154,-305.57112330393727,-188.16863805910066,400.0
1467,Kepler-129 b,Kepler-129,71.36908503529591,-260.73260395111845,298.6316444017511,402.81
1468,Kepler-129 c,Kepler-129,71.36908503529591,-260.73260395111845,298.6316444017511,402.81
2021,EPIC 201445392 b,EPIC 201445392,-398.5863728974221,71.7625442509763,-2.0101201714883374,405.0
2022,EPIC 201445392 c,EPIC 201445392,-398.5863728974221,71.7625442509763,-2.0101201714883374,405.0
1332,WASP-81 c,WASP-81,230.1224387093745,-338.50939352036386,23.55957768988246,410.0
1331,WASP-81 b,WASP-81,230.1224387093745,-338.50939352036386,23.55957768988246,410.0
1163,WASP-28 b,WASP-28,407.3027031047655,-45.56648627467042,-11.322692795067798,410.0
1974,Kepler-81 c,Kepler-81,120.66048285038787,-275.74382590446066,278.95901984678994,410.38
1975,Kepler-81 d,Kepler-81,120.66048285038787,-275.74382590446066,278.95901984678994,410.38
1973,Kepler-81 b,Kepler-81,120.66048285038787,-275.74382590446066,278.95901984678994,410.38
211,HAT-P-37 b,HAT-P-37,63.4969781932778,-249.18441284448687,320.6185617765614,411.0
1308,Kepler-97 c,Kepler-97,81.49044095845656,-261.23435604418154,311.19652834596036,414.4
1307,Kepler-97 b,Kepler-97,81.49044095845656,-261.23435604418154,311.19652834596036,414.4
742,Kepler-134 b,Kepler-134,68.33825579847974,-259.79776877047107,315.62696817019054,414.47
743,Kepler-134 c,Kepler-134,68.33825579847974,-259.79776877047107,315.62696817019054,414.47
373,Kepler-267 b,Kepler-267,140.59497151834393,-245.20326320179035,304.77854681546995,415.67
375,Kepler-267 d,Kepler-267,140.59497151834393,-245.20326320179035,304.77854681546995,415.67
374,Kepler-267 c,Kepler-267,140.59497151834393,-245.20326320179035,304.77854681546995,415.67
1451,Kepler-437 b,Kepler-437,137.7363605607115,-266.3189593367159,289.81357262436535,417.0
1180,Kepler-80 f,Kepler-80,141.03552889479602,-287.7306566810309,268.6748921936471,418.17
1179,Kepler-80 e,Kepler-80,141.03552889479602,-287.7306566810309,268.6748921936471,418.17
1178,Kepler-80 d,Kepler-80,141.03552889479602,-287.7306566810309,268.6748921936471,418.17
1177,Kepler-80 c,Kepler-80,141.03552889479602,-287.7306566810309,268.6748921936471,418.17
1176,Kepler-80 b,Kepler-80,141.03552889479602,-287.7306566810309,268.6748921936471,418.17
1009,HATS-4 b,HATS-4,-27.815115602824328,386.8991888163545,-161.04451880535498,420.0
1494,KOI-12 b,KOI-12,148.19995254513142,-285.25180981190664,279.5428036359596,426.0
1754,Kepler-89 b,Kepler-89,145.6590597446371,-281.8572740808324,284.5810172201069,426.2
1755,Kepler-89 c,Kepler-89,145.6590597446371,-281.8572740808324,284.5810172201069,426.2
1756,Kepler-89 d,Kepler-89,145.6590597446371,-281.8572740808324,284.5810172201069,426.2
1757,Kepler-89 e,Kepler-89,145.6590597446371,-281.8572740808324,284.5810172201069,426.2
1637,Kepler-221 e,Kepler-221,131.44125613999387,-261.8637710232791,312.39630537157154,428.3
1638,Kepler-221 b,Kepler-221,131.44125613999387,-261.8637710232791,312.39630537157154,428.3
1636,Kepler-221 d,Kepler-221,131.44125613999387,-261.8637710232791,312.39630537157154,428.3
1635,Kepler-221 c,Kepler-221,131.44125613999387,-261.8637710232791,312.39630537157154,428.3
491,Kepler-390 b,Kepler-390,119.09362691448473,-300.4134371273186,282.9870621100974,429.55
492,Kepler-390 c,Kepler-390,119.09362691448473,-300.4134371273186,282.9870621100974,429.55
521,Kepler-452 b,Kepler-452,134.9594779237076,-276.7079360445139,300.197697273889,430.0
355,EPIC 201393098 b,EPIC 201393098,-421.9880462242629,96.69656689969906,-8.053744075977242,433.0
6,WASP-124 b,WASP-124,330.71849396182535,-170.59233785334376,-221.38774134389806,433.0
901,Kepler-271 d,Kepler-271,70.01181178690774,-303.2544736699141,303.55005008976354,434.75
899,Kepler-271 b,Kepler-271,70.01181178690774,-303.2544736699141,303.55005008976354,434.75
900,Kepler-271 c,Kepler-271,70.01181178690774,-303.2544736699141,303.55005008976354,434.75
708,EPIC 211391664 b,EPIC 211391664,-253.46847614001854,342.6997992524846,86.80771391739108,435.0
1827,Kepler-36 b,Kepler-36,103.411106818594,-265.9212200313573,330.91689242555714,436.93699999999995
1828,Kepler-36 c,Kepler-36,103.411106818594,-265.9212200313573,330.91689242555714,436.93699999999995
1578,EPIC 201736247 b,EPIC 201736247,-435.5587629341196,14.36694818658365,32.42151802589397,437.0
389,Kepler-98 b,Kepler-98,93.05463780822535,-331.88668200272576,268.95335040040237,437.2
1822,Kepler-334 c,Kepler-334,88.1923949897052,-286.0080525944641,322.2507336176321,439.8
1823,Kepler-334 b,Kepler-334,88.1923949897052,-286.0080525944641,322.2507336176321,439.8
1824,Kepler-334 d,Kepler-334,88.1923949897052,-286.0080525944641,322.2507336176321,439.8
1963,Kepler-322 b,Kepler-322,62.41984375170745,-311.08592620116707,309.572824591524,443.29
1962,Kepler-322 c,Kepler-322,62.41984375170745,-311.08592620116707,309.572824591524,443.29
1936,Kepler-169 c,Kepler-169,92.41147401728726,-322.3664208050038,290.6861713383068,443.8
1935,Kepler-169 e,Kepler-169,92.41147401728726,-322.3664208050038,290.6861713383068,443.8
1939,Kepler-169 f,Kepler-169,92.41147401728726,-322.3664208050038,290.6861713383068,443.8
1938,Kepler-169 d,Kepler-169,92.41147401728726,-322.3664208050038,290.6861713383068,443.8
1937,Kepler-169 b,Kepler-169,92.41147401728726,-322.3664208050038,290.6861713383068,443.8
331,HAT-P-42 b,HAT-P-42,-316.15720505884366,312.40905004055725,47.47849136332001,447.0
1437,WASP-112 b,WASP-112,344.59997598113955,-128.9143264970505,-259.09834614989325,450.0
2054,WASP-36 b,WASP-36,-295.7255986905602,333.31339969766043,-62.83747179110104,450.0
1502,Kepler-106 e,Kepler-106,166.53634974109346,-278.67591658040755,317.22324588999135,453.9
1501,Kepler-106 c,Kepler-106,166.53634974109346,-278.67591658040755,317.22324588999135,453.9
1503,Kepler-106 b,Kepler-106,166.53634974109346,-278.67591658040755,317.22324588999135,453.9
1504,Kepler-106 d,Kepler-106,166.53634974109346,-278.67591658040755,317.22324588999135,453.9
1794,HATS-20 b,HATS-20,-302.8947410899049,-99.19621645009057,-323.31236670140873,454.0
576,WASP-57 b,WASP-57,-328.0976794538906,-314.8175037958484,-16.335606530613973,455.0
1228,Kepler-95 b,Kepler-95,81.53843222340238,-315.6653451066308,319.24373755684115,456.3
1833,Kepler-152 b,Kepler-152,98.38740202026352,-324.5950776127276,305.2785999923519,456.33
1834,Kepler-152 c,Kepler-152,98.38740202026352,-324.5950776127276,305.2785999923519,456.33
928,Kepler-159 c,Kepler-159,157.49306783570304,-308.2106094447978,299.4852981522882,457.7
927,Kepler-159 b,Kepler-159,157.49306783570304,-308.2106094447978,299.4852981522882,457.7
1985,CoRoT-1 b,CoRoT-1,-96.11982500470349,449.15616946689346,-24.894068990271883,460.0
1356,CoRoT-9 b,CoRoT-9,85.5925169230454,-449.2243789659509,49.71295997457684,460.0
1373,WASP-114 b,WASP-114,382.2144168714816,-241.93751731968362,83.53668205513704,460.0
775,Kepler-321 b,Kepler-321,137.16094577739824,-301.6700326901575,321.6516418894343,461.82
774,Kepler-321 c,Kepler-321,137.16094577739824,-301.6700326901575,321.6516418894343,461.82
602,HATS-25 b,HATS-25,-376.83977392308435,-199.5917947408364,-187.9119481611814,466.0
342,Kepler-331 d,Kepler-331,134.34711599915232,-335.32607197009327,295.7457311269567,466.86
341,Kepler-331 c,Kepler-331,134.34711599915232,-335.32607197009327,295.7457311269567,466.86
340,Kepler-331 b,Kepler-331,134.34711599915232,-335.32607197009327,295.7457311269567,466.86
1651,Kepler-109 c,Kepler-109,124.42736622538567,-334.7049166097453,302.6682331059493,468.1
1650,Kepler-109 b,Kepler-109,124.42736622538567,-334.7049166097453,302.6682331059493,468.1
1330,HAT-P-51 b,HAT-P-51,368.6200221433237,141.9817547768102,254.67716934494393,470.0
1052,WASP-103 b,WASP-103,-164.73412318430755,-436.2437859926002,58.770977884835645,470.0
1310,Kepler-190 b,Kepler-190,106.47048445977845,-316.6755784543959,331.00257393179555,470.3
1311,Kepler-190 c,Kepler-190,106.47048445977845,-316.6755784543959,331.00257393179555,470.3
66,Kepler-196 c,Kepler-196,90.26735862610681,-337.6688543446139,315.59023301151404,470.92
65,Kepler-196 b,Kepler-196,90.26735862610681,-337.6688543446139,315.59023301151404,470.92
1283,Kepler-298 c,Kepler-298,70.43463906360863,-304.1776589433394,356.9705532949863,474.25
1282,Kepler-298 b,Kepler-298,70.43463906360863,-304.1776589433394,356.9705532949863,474.25
1284,Kepler-298 d,Kepler-298,70.43463906360863,-304.1776589433394,356.9705532949863,474.25
1216,HATS-13 b,HATS-13,312.44059090476577,-291.74356296566344,-209.38617581679244,476.0
1760,Kepler-139 c,Kepler-139,73.68764606386037,-335.38384698889035,330.3202489955767,476.47
1759,Kepler-139 b,Kepler-139,73.68764606386037,-335.38384698889035,330.3202489955767,476.47
1952,Kepler-103 b,Kepler-103,118.70588468406743,-345.0573875993506,306.8917597533117,476.8
1953,Kepler-103 c,Kepler-103,118.70588468406743,-345.0573875993506,306.8917597533117,476.8
2049,WASP-61 b,WASP-61,109.42849868207821,417.1065052818071,-210.82591616730673,480.0
174,HAT-P-55 b,HAT-P-55,-43.14899572416397,-430.24529858502774,208.39181177166338,480.0
942,HAT-P-9 b,HAT-P-9,-131.91415543945212,359.17737503147754,289.8107466264724,480.0
128,TYC 3667-1280-1 b,TYC 3667-1280-1,245.50599384469064,56.17125234093832,409.7957996329164,481.0
1245,Kepler-304 c,Kepler-304,151.6128656755554,-333.58414090180804,313.5901847960945,482.29
1243,Kepler-304 b,Kepler-304,151.6128656755554,-333.58414090180804,313.5901847960945,482.29
1244,Kepler-304 d,Kepler-304,151.6128656755554,-333.58414090180804,313.5901847960945,482.29
1246,Kepler-304 e,Kepler-304,151.6128656755554,-333.58414090180804,313.5901847960945,482.29
1802,Kepler-26 c,Kepler-26,85.48759195566662,-320.44249348001193,350.2978619602666,482.39
1804,Kepler-26 e,Kepler-26,85.48759195566662,-320.44249348001193,350.2978619602666,482.39
1801,Kepler-26 b,Kepler-26,85.48759195566662,-320.44249348001193,350.2978619602666,482.39
1803,Kepler-26 d,Kepler-26,85.48759195566662,-320.44249348001193,350.2978619602666,482.39
1570,Kepler-384 c,Kepler-384,94.54507052036608,-329.1757807266215,339.89716889570906,482.52
1569,Kepler-384 b,Kepler-384,94.54507052036608,-329.1757807266215,339.89716889570906,482.52
46,Kepler-156 b,Kepler-156,132.43777697252744,-358.10600592634245,295.62377805254005,482.88
45,Kepler-156 c,Kepler-156,132.43777697252744,-358.10600592634245,295.62377805254005,482.88
1532,HD 96127 b,HD 96127,-336.0368366555987,81.03876482338865,337.3439832076422,483.0
1425,Kepler-161 c,Kepler-161,124.016559490019,-331.4769139505256,330.99958442586365,484.58
1424,Kepler-161 b,Kepler-161,124.016559490019,-331.4769139505256,330.99958442586365,484.58
235,TrES-4 A b,TrES-4 A,-11.430784477118504,-386.088117431053,293.30922717293276,485.0
1316,Kepler-105 c,Kepler-105,103.67269754166735,-321.2967777337689,352.99257060500724,488.45
1317,KOI-115.03,KOI-115.,103.67269754166735,-321.2967777337689,352.99257060500724,488.45
1315,Kepler-105 b,Kepler-105,103.67269754166735,-321.2967777337689,352.99257060500724,488.45
1534,OGLE-2013-BLG-0723LB b,OGLE-2013-BLG-0723LB,-47.95249020560685,-432.1879395227503,-225.86310813003684,490.0
1013,Kepler-104 d,Kepler-104,110.06565451927061,-346.88372848546766,329.60314107615073,491.0
1012,Kepler-104 c,Kepler-104,110.06565451927061,-346.88372848546766,329.60314107615073,491.0
1011,Kepler-104 b,Kepler-104,110.06565451927061,-346.88372848546766,329.60314107615073,491.0
1851,Kepler-112 c,Kepler-112,163.856343877321,-321.87596971972926,339.2886104603882,495.55
1850,Kepler-112 b,Kepler-112,163.856343877321,-321.87596971972926,339.2886104603882,495.55
227,HATS-10 b,HATS-10,189.0291803724629,-418.5073330208941,-187.44487503117634,496.0
1205,HAT-P-50 b,HAT-P-50,-228.58389063395947,428.7599316682311,104.51471637284335,497.0
401,Kepler-323 c,Kepler-323,143.19396800228498,-365.7797747264811,308.30352970539496,499.35
402,Kepler-323 b,Kepler-323,143.19396800228498,-365.7797747264811,308.30352970539496,499.35
261,Kepler-54 b,Kepler-54,152.92488724689372,-331.40278149384244,341.0226024454529,499.51
262,Kepler-54 c,Kepler-54,152.92488724689372,-331.40278149384244,341.0226024454529,499.51
263,Kepler-54 d,Kepler-54,152.92488724689372,-331.40278149384244,341.0226024454529,499.51
514,NN Ser (AB) c,NN Ser (AB),-256.57387537136543,-414.34875167258855,111.73611083390459,500.0
515,NN Ser (AB) d,NN Ser (AB),-256.57387537136543,-414.34875167258855,111.73611083390459,500.0
755,KIC 9632895 b,KIC 9632895,79.01284967767496,-335.7754843647485,361.9555134065949,500.0
1599,HAT-P-40 b,HAT-P-40,319.8108312236769,-145.66195187126795,357.07790187727,501.0
1203,EPIC 201565013 b,EPIC 201565013,-505.12738385698253,26.541975911741844,13.336026113543848,506.0
1309,BD+15 2940 b,BD+15 2940,-243.99921231309344,-424.2515678046037,136.15796563523435,508.0
954,HATS-24 b,HATS-24,-4.744563777233969,-245.23670240846718,-447.142537572064,510.0
2051,Kepler-324 b,Kepler-324,93.74438190502937,-317.069063916136,389.1694170519946,510.66
2050,Kepler-324 c,Kepler-324,93.74438190502937,-317.069063916136,389.1694170519946,510.66
1906,Kepler-278 c,Kepler-278,137.32916618866253,-375.1853775656059,320.108473919202,511.95
1905,Kepler-278 b,Kepler-278,137.32916618866253,-375.1853775656059,320.108473919202,511.95
791,Kepler-107 e,Kepler-107,155.23816488743012,-304.34374547017666,382.22542086518445,512.66
793,Kepler-107 b,Kepler-107,155.23816488743012,-304.34374547017666,382.22542086518445,512.66
792,Kepler-107 c,Kepler-107,155.23816488743012,-304.34374547017666,382.22542086518445,512.66
794,Kepler-107 d,Kepler-107,155.23816488743012,-304.34374547017666,382.22542086518445,512.66
1415,HATS-14 b,HATS-14,316.55811024426157,-336.9181036136569,-222.3649124658815,513.0
481,Kepler-198 c,Kepler-198,142.38622555607503,-377.39565624949546,323.048370706164,516.78
480,Kepler-198 b,Kepler-198,142.38622555607503,-377.39565624949546,323.048370706164,516.78
482,Kepler-198 d,Kepler-198,142.38622555607503,-377.39565624949546,323.048370706164,516.78
1707,Kepler-383 b,Kepler-383,148.33273627737987,-379.63810125258306,322.6222928221154,519.82
1708,Kepler-383 c,Kepler-383,148.33273627737987,-379.63810125258306,322.6222928221154,519.82
60,HATS-28 b,HATS-28,83.52407747089704,-325.30536964253025,-398.2978093893718,521.0
1273,Kepler-235 b,Kepler-235,112.63127819352296,-390.86053622895264,332.6732132157756,525.48
1274,Kepler-235 d,Kepler-235,112.63127819352296,-390.86053622895264,332.6732132157756,525.48
1275,Kepler-235 e,Kepler-235,112.63127819352296,-390.86053622895264,332.6732132157756,525.48
1276,Kepler-235 c,Kepler-235,112.63127819352296,-390.86053622895264,332.6732132157756,525.48
1206,Kepler-13 A b,Kepler-13 A,105.7666776748142,-346.56921203696714,386.78571737036475,530.0
133,wasp-92 b,wasp-92,-131.85791558673043,-306.04766802435626,412.1265764227977,530.0
830,HATS-34 b,HATS-34,245.37612225648402,3.319216759130174,-472.0207002097227,532.0
1831,Kepler-110 b,Kepler-110,137.1426639627103,-324.26780791195495,399.3912053027539,532.42
1832,Kepler-110 c,Kepler-110,137.1426639627103,-324.26780791195495,399.3912053027539,532.42
1130,Kepler-283 c,Kepler-283,143.6682147795579,-328.64837406068983,396.1072925222656,534.37
1129,Kepler-283 b,Kepler-283,143.6682147795579,-328.64837406068983,396.1072925222656,534.37
1078,HAT-P-35 b,HAT-P-35,-292.31368955189026,445.852471953873,44.646166164431705,535.0
136,Kepler-395 b,Kepler-395,151.16029004008985,-347.5066627578168,380.76800043323084,537.21
135,Kepler-395 c,Kepler-395,151.16029004008985,-347.5066627578168,380.76800043323084,537.21
95,Kepler-260 c,Kepler-260,158.66667696768783,-394.1992142161563,332.16003316382955,539.35
94,Kepler-260 b,Kepler-260,158.66667696768783,-394.1992142161563,332.16003316382955,539.35
741,Kepler-136 c,Kepler-136,177.01943922344006,-355.5542486008846,365.21374472886316,539.57
740,Kepler-136 b,Kepler-136,177.01943922344006,-355.5542486008846,365.21374472886316,539.57
733,Kepler-319 b,Kepler-319,134.4802679536775,-394.8451498222754,347.1668205530766,542.69
732,Kepler-319 d,Kepler-319,134.4802679536775,-394.8451498222754,347.1668205530766,542.69
731,Kepler-319 c,Kepler-319,134.4802679536775,-394.8451498222754,347.1668205530766,542.69
1758,HAT-P-43 b,HAT-P-43,-335.76910314968836,415.752300948549,96.21919572539073,543.0
1859,Kepler-399 c,Kepler-399,203.08046195209445,-358.94350131616926,354.36009430551445,543.74
1857,Kepler-399 d,Kepler-399,203.08046195209445,-358.94350131616926,354.36009430551445,543.74
1858,Kepler-399 b,Kepler-399,203.08046195209445,-358.94350131616926,354.36009430551445,543.74
2052,Kepler-199 b,Kepler-199,179.35012002835546,-375.0323950252935,351.7525134628133,544.56
2053,Kepler-199 c,Kepler-199,179.35012002835546,-375.0323950252935,351.7525134628133,544.56
1842,Kepler-338 e,Kepler-338,92.70205707624937,-402.338731176219,356.18963784667,545.29
1841,Kepler-338 d,Kepler-338,92.70205707624937,-402.338731176219,356.18963784667,545.29
1839,Kepler-338 b,Kepler-338,92.70205707624937,-402.338731176219,356.18963784667,545.29
1840,Kepler-338 c,Kepler-338,92.70205707624937,-402.338731176219,356.18963784667,545.29
1919,WASP-133 b,WASP-133,311.3890598554056,-316.0396730963543,-319.94496156607335,547.0
1456,WASP-78 b,WASP-78,225.29357894883782,457.0177143847131,-207.06909963342335,550.0
1912,Kepler-4 b,Kepler-4,94.9018587993177,-339.51935847865235,422.1613937994316,550.0
1556,EPIC 220504338,EPIC 2205043,518.252865760643,183.01382215050316,64.5869029505598,553.4
1022,HATS-3 b,HATS-3,341.9727416682778,-373.25276563066956,-229.94133361563718,556.0
849,HATS-35 b,HATS-35,111.87775210468413,-222.56539154178034,-498.19375254197723,557.0
1396,Kepler-296 f,Kepler-296,103.39209222089421,-348.1530834379898,424.28970734488274,558.5
1394,Kepler-296 d,Kepler-296,103.39209222089421,-348.1530834379898,424.28970734488274,558.5
1395,Kepler-296 b,Kepler-296,103.39209222089421,-348.1530834379898,424.28970734488274,558.5
1397,Kepler-296 e,Kepler-296,103.39209222089421,-348.1530834379898,424.28970734488274,558.5
1393,Kepler-296 c,Kepler-296,103.39209222089421,-348.1530834379898,424.28970734488274,558.5
930,CoRoT-28 b,CoRoT-28,84.19348644173816,-550.9564435371428,54.391673679783466,560.0
1670,CoRoT-11 b,CoRoT-11,103.29577588025305,-547.3335106952239,57.93108626063966,560.0
1050,Kepler-135 b,Kepler-135,153.14310357885364,-409.78236183494624,351.6703994583702,561.29
1051,Kepler-135 c,Kepler-135,153.14310357885364,-409.78236183494624,351.6703994583702,561.29
1120,Kepler-348 b,Kepler-348,197.67725440228895,-383.74555769744427,369.3092175121686,568.09
1121,Kepler-348 c,Kepler-348,197.67725440228895,-383.74555769744427,369.3092175121686,568.09
